text,level
"Saúde e Bem-estar. Anestesia é uma palavra grega e significa ausência de sensações, e proporciona ausência e alívio da dor. Seu estudo é denominado anestesiologia. É utilizada para realizar intervenções médicas como cirurgias ou procedimentos terapêuticos. O termo assusta bastante, em razão dos riscos aos quais se dispõe a pessoa anestesiada. No período de anestesia, a pessoa tem suas funções vitais monitoradas por aparelhos, que verificam respiração, pressão, nível de consciência, dentre outros. Os riscos existem, mas as complicações foram reduzidas com a melhoria dos equipamentos e técnicas, minimizando os riscos com acidentes. Existem diferentes tipos de anestesia: * Local – a anestesia local é utilizada para operações simples, em pequenas áreas e tornam insensíveis as pequenas áreas do corpo onde se deseja realizar alguma intervenção. A aplicação do anestésico bloqueia as fibras nervosas no local onde foi injetado por cerca de 1 a 3 horas, não agindo o sistema nervoso central. A pessoa fica totalmente consciente. * Espinhal - essa anestesia é dividida em peridural e raquidiana. São chamadas espinhais porque o anestésico é injetado na espinha da pessoa. A anestesia raquidiana é efetuada em uma região abaixo da medula, diretamente no liquor da membrana espinhal. Já a anestesia peridural ocorre após a membrana duramáter, membrana que envolve a medula vertebral. O nível de consciência é variável. * Plexular ou regional – a substância é injetada em um tronco de nervos e é utilizada para operações nos braços ou pernas. O nível de consciência também é variável. * Geral – É utilizada para cirurgias profundas como cardíacas, neurológicas, do pescoço, da cabeça, do tórax, dentre outros. Essa anestesia retira totalmente a consciência da pessoa por meio de um combinado de substâncias. Além disso, relaxam os músculos e eliminam a dor. O anestésico pode ser aplicado na forma gasosa juntamente com o oxigênio, que chegará ao pulmão e irá para a corrente sanguínea. Também pode ser injetada ou ainda serem utilizadas as duas formas em conjunto. Os riscos envolvem parada respiratória e cardíaca. A anestesia geral é também utilizada para procedimentos mais complexos como transplante de órgãos. Para efetuar a anestesia a pessoa deve seguir todas as recomendações médicas, como jejum, informar ao médico caso seja alérgico ou possua alguma doença, além de tentar manter a calma. 
",2
" Matemática elementar/Trigonometria/Arcos e ângulos
Seja formula_1 um ponto qualquer do plano e formula_2 um número real. A circunferência de centro formula_1 e raio formula_4 é o lugar geométrico dos pontos formula_5 desse plano tais que formula_6 
""Veja no Wikicionário"" . Consideremos uma circunferência formula_7 de centro formula_8 Sejam formula_9 e formula_10 dois pontos distintos de formula_11 
Um arco de circunferência de extremos formula_9 e formula_10 formula_14 é cada uma das partes em que fica dividida uma circunferência por dois de seus pontos. Quando formula_15 teremos dois arcos: o arco nulo (um ponto) e o arco de uma volta (uma circunferência). A medida de um arco é, por definição, a medida do ângulo central correspondente. Medir significa comparar com uma unidade padrão previamente adotada. Contudo, para evitar possíveis divergências na escolha da unidade para medir um mesmo arco, as unidades de medida restringem-se a três principais: o grau (formula_16), o radiano (formula_17) e o grado, sendo este último não muito comum. Um grau é um arco de circunferência cujo comprimento equivale a formula_18 da circunferência que contém o arco a ser medido. Portanto, a medida, em graus, de um arco de uma volta completa (uma circunferência) é formula_19 
Um radiano é um arco de circunferência cujo comprimento é igual ao raio da circunferência que contém o arco a ser medido. É a unidade do Sistema Internacional (SI). Conseqüentemente, para medir um ângulo formula_27 em radianos, convém calcular a razão entre o comprimento formula_28 do arco pelo raio formula_29 ou seja, calcular quantos radianos mede o arco formula_30 Portanto, como consequência da definição de radiano, podemos estabelecer a seguinte relação:
formula_31 onde formula_28 e formula_4 devem estar na mesma unidade de comprimento. O comprimento de uma circunferência de raio formula_4 é formula_35 Logo, a medida do arco de uma volta completa, em radianos, é formula_36 Para converter unidades, podemos usar as correspondências formula_37 ou formula_38 e uma regra de três simples. ""Ver artigo na wikipedia ""
O grado foi introduzido junto com o , durante a mas, ao contrário do sucesso das outras medidas, não ""pegou"".",3
"Logística/Técnicas de previsão/Decomposição de séries temporais/Médias móveis
As médias móveis têm como objectivo alisar os dados históricos do passado de modo a estimar a componente do ciclo de evolução, traduzindo-se num método de fácil aplicação. De entre os vários métodos simples de média móvel,destacam-se, a média móvel simples, média móvel centrada, e média móvel ponderada. 
As médias móveis são um elemento fundamental em todos os problemas de decomposição (Makridakis, 1998, p. 89).


Logística/Gestão de desperdícios e rejeitados/Resíduos sólidos urbanos/Equipamento de deposição
Os RSU indiferenciados podem ser depositados com a finalidade de serem removidos em: recipientes de tara perdida (como sacos), papeleiras ou contentores, identificados para essa finalidade e de acordo com as regras e o horário de recolha. No caso dos RSU diferenciados com destino à reciclagem, existem 2 tipos de equipamento de deposição, são eles: o Ecoponto e o Ecocentro.
Um ecoponto é um conjunto de contentores utilizado para depositar RSU como papel, embalagens, vidro e pilhas. Estão localizados em lugares públicos - por exemplo, feiras e mercados, escolas, complexos desportivos - e outros locais de grande produção de resíduos, incluindo zonas habitacionais. Cada contentor de um ecoponto apresenta cor e sinalética específica, relativa ao tipo de material que pode ser nele depositado. Os símbolos presentes nos contentores podem variar de local para local, pelo que é aconselhável observar com atenção a sinalética colocada nos equipamentos ou consultar a autarquia correspondente.
O ecocentro consiste num parque amplo com contentores de grandes dimensões destinados a receber e armazenar separadamente resíduos de grandes dimensões com viabilidade de valorização, recuperação e reciclagem, como os entulhos, restos de madeira e electrodomésticos antigos, mas também óleos usados.(Resíduos sólidos, 2004)


Logística/Movimentação de materiais/Equipamento/Equipamento de movimentação de materiais/Transportadores/Tow Line Conveyor
Tow Line Conveyor, são sistemas de transporte por reboque. É necessária a utilização de um veículo motorizado ou não, para transportar os materiais ou embalagens.
Um dos exemplos mais frequentes é a utilização de camiões que rebocam semi-reboques. Estes semi-reboques são cheios, convenientemente com as suas dimensões, de material a transportar. 
Outro exemplo é o da utilização de porta paletes, estes são utilizados para movimentar dentro de espaços relativamente pequenos, como por exemplo somente dentro do armazém. 
É um sistema de transporte não sincronizado, mas bastante flexível visto que não necessita de uma linha de transporte previamente definida.
É uma hipótese bastante viável para espaços pequenos, tendo uma grande acessibilidade este sistema torna-se a longo prazo muito mais barato do que instalar outro sistema existente no mercado.


Logística/Sistemas de informação/Rastreabilidade/Sistema de rastreabilidade no sector alimentar/Características fundamentais
Identificação ""não"" é rastreabilidade. São duas palavras com significados diferentes. A identificação é um óptimo investimento a fazer para implantar um bom sistema de rastreabilidade, no entanto não é o único, ainda que a identificação seja um meio para conseguir a rastreabilidade. Todos os sistemas de rastreabilidade devem ter como componentes essenciais a identificação e os módulos central; distribuído nas instalações; de consulta e administração; e ainda de publicação (RQ LABELS, [200?]).
A identificação dos produtos/animais é fundamental para o funcionamento do sistema de rastreabilidade, realizando-se através de alguns métodos existentes actualmente:
Existem alguns tipos de leitores para além da leitura visual, dos quais merecem distinção os seguintes: Módulos de leitura estáticos de chips RFId; módulos de leitura portáteis (permite adicionar dados ao leitor electrónico) e o mais conhecido leitor de código de barras.

",4
" O Taekwondo fez sua estréia olímpica como modalidade competitiva em Sydney. Sua origem está na Coréia, há aproximadamente 2 mil anos, e apareceu, pela primeira vez, na Olimpíada de Seul, capital da Coréia do Sul, em 1988 – mas apenas para demonstração, sem disputa por medalhas. Em Barcelona (1994), o taekwondo voltou a ter exibições não-competitivas. Há várias categorias de acordo com o peso do atleta. Nas partidas, o objetivo é atingir a cabeça ou o abdômen do adversário, com os pés ou com as mãos. Cada atleta tem uma marca colorida nos lugares onde vale ponto acertar. As disputas duram três tempos de três minutos cada. Como no boxe, ganha quem tiver mais pontos no fim dos rounds, ou quem derrubar o adversário por mais de dez segundos. Apesar das características violentas desse esporte, as mulheres também participam. É o caso da única representante brasileira em Sydney: Carmen Carolina Silva. Para as mulheres, ter menos de 48 quilos e ser uma grande lutadora; para os homens, ter menos de 58 quilos. Cuspir na cara do adversário, pois é muita falta de educação. Quando você está fraco, costuma-se dizer que está sem energia. Energia vem da palavra grega energeia, que quer dizer ""força em ação"". Existem muitas fontes de energia na natureza: a luz do sol, o vento ou a água, por exemplo, são fontes inesgotáveis que produzem energia limpa _ elas não poluem. Existem também as fontes não-renováveis de origem fóssil, formadas no interior da Terra, como o petróleo e tudo o que vem dele: gasolina, querosene, plástico e muitos outros materiais. Mas a fonte de energia mais utilizada hoje em dia é a eletricidade. Olhe em volta e você vai entender por quê: nenhum equipamento, do liquidificador ao computador, funcionaria sem ela. Se para você é muito natural acender a luz quando está escuro, para uma criança da sua idade, só que 120 anos atrás, não era não. A lâmpada só foi inventada em 1879.",1
"Biologia. O Reino Animalia compreende aproximadamente 35 filos, e uma gama de representantes. Estes seres, dotados de um grande número de células eucarióticas, obtêm nutrientes e energia a partir da ingestão de outros seres vivos sendo, por isso, considerados heterotróficos. A maioria é simétrica, possui cabeça definida, cavidade corporal interna e segmentação corporal. Assim como as plantas, possuem tecidos, com graus variados de especialização, sendo que os do tipo nervoso e muscular são encontrados apenas neste reino. Tal novidade evolutiva, juntamente com o esqueleto, permitiu com que colonizassem os mais diversos ambientes. Órgãos do sentido e sistema nervoso são também característicos. A reprodução pode ser sexuada ou assexuada, sendo que existem representantes que executam estas duas modalidades. Quanto ao ciclo reprodutivo, a meiose produz, diretamente, gametas. Acredita-se que os ancestrais dos filos atuais surgiram entre 565 e 525 milhões de anos atrás, e que estes eram colônias de protozoários coanoflagelados. O ramo da Biologia responsável pelo estudo dos animais chama-se Zoologia e, por questões unicamente didáticas, os animais são divididos em invertebrados (poríferos, cnidários, platelmintos, nematelmintos, moluscos, anelídeos, artrópodes e equinodermos) e vertebrados: representantes do Filo Chordata. 
A chuva derrubou as pontes. A chuva transbordou os rios. A chuva molhou os transeuntes. A chuva encharcou as praças. A chuva enferrujou as máquinas. A chuva enfureceu as marés. A chuva e seu cheiro de terra. A chuva com sua cabeleira. A chuva esburacou as pedras. A chuva alagou a favela. A chuva de canivetes. A chuva enxugou a sede. A chuva anoiteceu de tarde. A chuva e seu brilho prateado. A chuva de retas paralelas sobre a terra curva. A chuva destroçou os guarda-chuvas. A chuva durou muitos dias. A chuva apagou o incêndio. A chuva caiu. A chuva derramou-se. A chuva murmurou meu nome. A chuva ligou o párabrisa. A chuva acendeu os faróis. A chuva tocou a sirene. A chuva com a sua crina. A chuva encheu a piscina. A chuva com as gotas grossas. A chuva de pingos pretos. A chuva açoitando as plantas. A chuva senhora da lama. A chuva sem. pena. A chuva apenas. A chuva empenou os móveis. A chuva amarelou os livros. A chuva corroeu as cercas. A chuva e seu baque seco. A chuva e seu ruído de vidro. A chuva inchou o brejo. A chuva pingou pelo teto. A chuva multiplicando insetos. A chuva sobre os varais. A chuva derrubando raios. A chuva acabou a luz. A chuva molhou os cigarros. A chuva mijou no telhado. A chuva regou o gramado. A chuva arrepiou os poros. A chuva fez muitas poças. A chuva secou ao sol. 
",2
" No final do século XVII, foi descoberto ouro nas Minas Gerais. Isto gerou a guerra dos Emboabas, entre 1707 e 1709, entre paulistas e portugueses, pelo controle das minas. A guerra ocasionou a separação jurídica da capitania de São Vicente em relação à capitania do Rio de Janeiro. A descoberta das minas também aumentou a importância estratégica da cidade do Rio de Janeiro, que era o local natural para o escoamento do ouro até Portugal. Isto também despertou a cobiça de corsários franceses, que atacaram a cidade por duas vezes: em 1710, com Jean-François Duclerc e, em 1711, com René Duguay-Trouin. Em 1752, a Capitania da Paraíba do Sul foi reincorporada pelo governo português e, um ano depois, foi incorporada à Capitania do Espírito Santo. Visando a ter mais controle sobre o escoamento do ouro das Minas Gerais, o governo português decidiu transferir a capital da colônia, até então localizada em Salvador, para a cidade do Rio de Janeiro, em 1763. A descoberta do ouro em Minas Gerais ainda provocou o desenvolvimento das ligações entre Minas Gerais e o litoral fluminense: ao Caminho Velho das Minas, ligando Vila Rica (a atual cidade de Ouro Preto) a Parati, veio juntar-se o Caminho Novo, que ligava Vila Rica diretamente ao Rio de Janeiro. Ao Ciclo do Ouro, em Minas Gerais, se liga ainda a figura histórica de Tiradentes, um dos participantes do movimento da Inconfidência Mineira e que foi enforcado na cidade do Rio de Janeiro em 1792, por ""conduzir os povos da Capitânia de Minas Gerais a uma rebelião"". Em 1808, a expansão do Império Napoleônico francês atingiu Portugal, ocasionando a fuga de grande parte da corte portuguesa para o Brasil. Com isto, Dom João VI passou a governar o império Português a partir da cidade do Rio de Janeiro, convertendo-a efetivamente na capital do império. Isto trouxe grandes melhorias para a cidade, como a criação da Biblioteca Real, da Guarda Real, do Jardim Botânico, da Fábrica de Pólvora, da Academia da Marinha, da Academia Militar etc.",3
" Para diminuir o ruído produzido, podem-se usar válvulas de múltiplos estágios e/ou múltiplos caminhos e/ou difusores para diminuir os diferenciais de pressão, ou um difusor com geometria especial. Esses dispositivos estão normalmente disponíveis apenas para válvulas dos tipos globo ou esfera. A velocidade do escoamento deve permanecer abaixo de Mach 0.3 para que eles sejam efetivos. Podem-se também usar silenciadores e isolantes acústicos de maneira a abafar as vibrações. Válvulas com alto valor de N ou que evitam a ocorrência de cavitação através de dispositivos anticavitantes são chamadas válvulas para serviço severo. Também recebem esse nome válvulas especiais que possam trabalhar sob condições adversas em geral (pressão, temperatura, vibração, corrosão excessivas, sólidos em suspensão); as válvulas em caldeiras a vapor precisam suportar pressões típicas de 140 barg e temperaturas de até 540 °C. A resistência à cavitação e ao ""flashing"" dessas válvulas pode ser caracterizada pelo seu fator de recuperação de pressão, que é relacionado ao seu coeficiente de recuperação de pressão. O valor varia desde 0.3, para válvulas tipo borboleta ou esfera comuns, até próximo a 1.0 para válvulas globo com dispositivo anticavitante. Revestimentos usados em válvulas sujeitas a cavitação e ""flashing"" são os aços da série 400, com tratamento térmico, o aço inox 316 com stellite e a liga de aço cromo-molibdênio. O dispositivo anticavitante mais simples consiste na construção de um estágio intermediário, revestido de material endurecido, colocado antes do obturador, e com geometria tal que force as bolhas a chocar-se entre si, de modo a diminuir o número de bolhas que atingem o obturador e limitar seu tamanho. Para condições de cavitação mais drásticas, as válvulas possuem múltiplos estágios anticavitantes. O artifício mais comum na construção de válvulas sujeitas a ""flashing"" é a colocação da saída em ângulo, de modo a oferecer uma menor área de obstrução na passagem do fluxo. Dispositivos anticavitantes não são efetivos para trabalho com fluidos multifase ou sujeitos a ""flashing"". Com relação à pressão e à temperatura de trabalho, a norma ASME B16.34 estabelece o conceito de classes de pressão, e traz tabelas que relacionam, para cada uma dessas classes, a pressão máxima de trabalho de acordo com a temperatura, para cada tipo de material. Como exemplo, veja-se abaixo a tabela para válvulas de aço carbono. Para outros materiais, definem-se diferentes classes de pressão. A maior delas é a de 2500 Especial. Também é fator importante, para essas válvulas, a classe de vazamento (conforme o ANSI FCI 70-2), que deve ser V ou superior. Para trabalho com fluidos corrosivos, existem materiais de revestimento como aço 317, 321, 347, duplex e superduplex.",4
" Dessa semelhança surgiu a lenda espalhada pelos índios saterés-maués. A índia Unai teve um filho concebido por uma serpente e morto pelas flechadas de um macaco. No local em que ele foi enterrado, nasceram as primeiras plantas de guaraná. Todo final de novembro, os índios celebram esse acontecimento com a Festa do Guaraná, na cidade de Maués, a 270 quilômetros de Manaus. ﻿
O cabelo é formado por células mortas. Por isso não sentimos dor quando o cortamos ou quando usamos produtos para mudar a cor dele. Apenas a raiz, que fica dentro do couro cabeludo, tem vida. É nessa região que novas células de proteínas se formam e empurram as células velhas para fora, fazendo o cabelo crescer. Mas quando alguém puxa nosso cabelo sentimos dor porque a raiz do fio é ligada às células nervosas, que enviam ao cérebro o aviso de dor. ﻿
A bola é um objeto incrível! A bola pode ser usada tanto por crianças quanto por adultos. Eu e meus amigos adoramos brincar com bola. Eu e meus amigos passamos horas e horas nos divertindo assim. ﻿
José Paulo Paes, autor do texto Dicionário, nasceu em Taquaritinga, interior de São Paulo, em 1926, e faleceu em 1998. Ele deixou obras importantes, muitas delas dedicadas às crianças. Veja a seguir os títulos de alguns de seus livros. É isso ali. Rio de Janeiro: Salamandra. Poemas para brincar. São Paulo: Ática. Uma letra puxa outra. São Paulo: Companhia das Letrinhas. ﻿
Diferentemente das que aparecem no cinema, as plantas carnívoras de verdade são pequenas e delicadas. Elas têm em média 15 centímetros. Só têm capacidade de capturar e digerir animais miúdos, em geral insetos. Por isso, os pesquisadores preferem chamar essas plantas de insetívoras. As plantas insetívoras também fabricam seu alimento, mas só isso não é suficiente para suprir suas necessidades vitais. Por isso, os insetos que elas capturam são um complemento alimentar.",1
"﻿ Ao longo dos anos, a sociedade elegeu como língua oficial algumas formas de escrever e de falar para serem utilizadas em circunstâncias especiais do convívio social. A forma de uso da língua eleita como oficial ou padrão segue algumas regras convenções ou normas, que regulam o uso da língua em diferentes situações sociais. Essas regras ou normas, que pertencem à chamada variedade-padrão da língua, com põem a gramática normativa. A gramática normativa determina regras principalmente para a língua escrita e situações de uso mais formal, por exemplo, a melhor colocação das palavras nas frases, a utilização do vocabulário, a escolha de termos considerados oficiais ou aceitos pela variedade-padrão, entre outras. A língua escrita é a que mais precisa seguir regras para se evitar o risco da incomunicabilidade. Se cada pessoa utilizasse um código de escrita diferente, a comunicação em uma mesma língua seria muito difícil. Por exemplo, em uma situação formal, a gramática normativa orienta que você fale: - Dê-me um cafezinho, por favor, Nessa frase, o verbo dar está no imperativo (modo do verbo que indica ordem, pedido), na terceira pessoa do singular (referindo-se à pessoa verbal você), O pronome oblíquo me não inicia a frase, como indica a regra da língua formal. Sabemos, no entanto, que no dia a dia, em uma situação informal, diríamos: - Me dá um cafezinho, por favor. Nessa frase, o verbo encontra-se na segunda pessoa do singular (tu), ainda que estejamos nos referindo à terceira pessoa (você), E o pronome oblíquo me, que inicia a frase, é desaconselhado pela variedade-padrão da língua, principalmente na escrita, Apesar disso, no dia a dia ninguém costuma considerar essa frase errada e, ainda que isso aconteça, a mensagem da frase será compreendida. Tanto o registro mais formal quanto o registro mais informal atendem a necessidades de comunicação, relacionadas à situação, ao meio em que é utilizado, ao grupo social que o utiliza, etc.",2
"Introdução à física/Estática
A estática é a parte da física que estuda sistemas sob ação de forças que se equilibram. 
De acordo com a segunda lei de Newton, a aceleração destes sistemas é nula. 
De acordo com a primeira lei de Newton, todas as partes de um sistema em equilíbrio também estão em equilíbrio. Este fato permite determinar as forças internas de um corpo a partir do valor das forças externas. 
De acordo com a terceira lei de Newton, as forças entre dois corpos tem mesmo módulo e direções contrárias. Este fato permite isolar partes do sistema, e verificar as forças internas do sistema, tratando-as como forças entre dois corpos.
Na figura acima, temos um livro de massa ""m"" colocado sobre uma mesa.
Como estamos na Terra, a gravidade está atraindo este livro, então sobre ele existe uma força de módulo ""mg"" apontando para baixo.
Para este corpo estar em equilíbrio, precisamos que a soma (vetorial) de todas as forças sobre ele sejam zero. Assim, é necessário que a ""mesa"" exerça sobre ele outra força, igual em módulo mas de sentido contrário, ou seja, a força ""F"".
Finalmente, pela terceira Lei de Newton, o livro exerce sobre a mesa a força ""F'"", igual (vetorialmente) ao seu peso ""mg"". A análise terminou aqui, mas, se fôssemos analisar o equilíbrio da mesa, seria necessário entrar com seu peso, e com a força que o solo exerce sobre ela.
Na figura acima, temos um corpo colocado em um plano inclinado. Naturalmente, temos duas forças sendo exercidas sobre ele:
Pela primeira Lei de Newton, para este corpo estar em repouso é necessário que a soma (vetorial) das forças seja zero. Assim, é necessário invocar uma terceira força, ""F"", representada como uma seta para cima e para a direita (do observador).
Esta força não surge do nada: ela é chamada de ""força de atrito"", e também é uma força exercida pelo plano inclinado sobre o corpo.

",3
"Curso de termodinâmica/Exercícios de termodinâmica/A10
Sejam 20 litros de amônia a 50º C e 760 mmHg. Determine o volume a 30º C e 800 mmHg.
Aplicar a lei dos gases: 
volume x pressão / temperatura = constante para uma quantidade constante do mesmo gás.
O problema é resumido na tabela:
formula_1


Curso de termodinâmica/Variação da energia livre com a temperatura.Relação de Gibbs-Helmhotz
<br><br><br>
Por meio da definição de G em termos de H e S, a variação da energia livre G com a temperatura pode também ser escrita em termo de entalpia: 
formula_1
Se considerarmos a função G/T no lugar da função G, teremos: 
formula_2
As duas equações em cima conduzem a: 
formula_3
Como:
formula_4
obtemos a relação de Gibbs-Helmholtz: 
formula_5
Este resultado é útil para expressar o efeito da temperatura sobre G de um processo (uma reação química por exemplo) em função de H:
formula_6


Curso de termodinâmica/Exercícios de termodinâmica/A32
Calcular a temperatura necessária para mudar 10 litros de Hélio a 100 K e 0,1 atm para 20 l a 0,2 atm.
formula_1


Curso de termodinâmica/Exercícios de termodinâmica/B5
Medimos a variação da massa específica do gás trimetilamina (N(CH3)3) a 0º em relação à pressão:
Qual é a massa molar do N(CH3)3?
A massa específica é, por definição a massa por unidade de volume. Por sua vez, a massa é a massa molar multiplicada pelo número de moles de gás.
Para um gás perfeito
formula_1
a massa específica é
formula_2
Podemos então determinar a massa molar de um gás perfeito a partir da massa específica:
formula_3
O enunciado vai permitir verificar se o gás é perfeito. Recalculamos a massa específica aparente e a massa molar para cada pressão.
Obtém-se um resultado que depende da pressão, o que mostra que o gás não é perfeito. Sabemos que um gás tende a ter as propriedades do gás perfeito quando a pressão tende para zero. Em conseqüência, M tende para dRT/P quando P tende para zero. Há duas maneiras de resolver o problema: a extrapolação gráfica ou a regressão linear.
O resultado da extrapolação dá 59,15 g/mol.
Utilizando o Excel: (Ferramentas/Análise de dados/Regressão), obtemos a relação
formula_4
O que confirma o valor de 59,14 quando P = 0.
O valor real da massa molar da trimetilamina é de 59,11 g/mol.

",4
"O navio tinha a Europa como destino. Nele, ia o jovem Cândido Portinari, que tinha a pintura como destino.
Era o ano de 1929, e Portinari estava partindo para Paris. capital da França, a cidade para onde todo pintor aprendiz da época ia estudar. Com 25 anos, Portinari ganhara esta viagem como prêmio: vencera o concurso do Salão Nacional de Belas Artes de 1928, com a tela Retrato de Olegário Mariano. O retratado era um poeta, seu amigo.
Desse modo, tomava o caminho oposto daquele seguido pelos seus pais. Alguns anos antes, eles haviam vindo da Europa (mais precisamente da Itália) como muitos outros para trabalhar na lavoura de café, na região de Ribeirão Preto, interior do estado de São Paulo.
Segundo filho entre os doze do casal, Portinari nasceu ali perto, em Brodowsqui, no ano de 1905. Os lavradores com que conviveu na infância foram tema de grande parte dos quadros que ele pintou, já adulto.
Foi bem cedo que a vocação despertou em Portinari. Com 11 anos, sua habilidade para o desenho já chamava a atenção na escola, a ponto de ser convidado para ajudar na pintura da frente de uma igreja em Brodowsqui. Ele preparava as tintas.
Foi crescendo em Portinari a vontade de ser pintor. Por isso, aos 15 anos mudou-se para o Rio de Janeiro e foi admitido na Escola Nacional de Belas Artes_ a mais importante do país, naquele tempo.
Estudante dedicado, participava todo ano dos Salões Nacionais de Belas Artes, promovidos por sua escola. Dez anos depois, conseguiu o maior prêmio, a viagem para Paris.
Portinari voltou para o Brasil dois anos depois. Aqui, ajudou a pintura nacional a se modernizar, e tornou-se um dos pintores mais importantes do país.
Aos 59 anos, morreu em consequência de intoxicação pelas tintas. Deixou mais de 4.600 obras acabadas, que hoje estão espalhadas pelos principais museus do mundo.
",1
" O combate no Afeganistão começou fácil para a URSS. As balas afegãs rebotavam-se na couraça dos helicópteros Hind-D, usados pelos soviéticos para bombardear os acampamentos dos mujahedin. Em meados dos anos 80, contudo, os guerrilheiros muçulmanos viraram o jogo, graças aos mísseis portáteis Stinger fornecidos pela CIA. Cerca de 270 aeronaves foram derrubadas. “A ação clandestina se ampliou no segundo mandato de Reagan”, diz Clarke. “O investimento passou de 35 milhões de dólares em 1982 para 600 milhões em 1987.” Segundo o ex-chefe do Conselho de Segurança, a CIA não negociou diretamente com os mujahedin. Ela entregava o dinheiro e as armas para os serviços de inteligência do Paquistão, que os redistribuía aos combatentes. Foi um erro, pois os americanos não puderam estabelecer laços de lealdade com os guerrilheiros nem cooptar informantes. A Arábia Saudita também acabou participando do esquema porque não queria perder a oportunidade de doutrinar os militantes segundo sua ideologia extremista, o wahhabismo. Foi nesse Afeganistão conturbado que o jovem saudita Osama bin Laden começou a botar suas manguinhas de fora (leia mais no quadro à esquerda). Com a retirada da URSS, em 1989, os afegãos mergulharam numa guerra civil. EUA e Paquistão decidiram apoiar a facção religiosa dos talibãs – acreditando que, assim, conseguiriam colocar alguma ordem no caos. Mais um equívoco. Os talibãs agradeceram instaurando um regime extremista e dando refúgio à Al-Qaeda. Nos anos 90, o Afeganistão se transformaria num polo exportador de terroristas para a Bósnia, a Chechênia, a Somália e vários outros países em conflito. E os atentados da Al-Qaeda começariam a pipocar em todo o planeta. Nascido na Arábia Saudita em 1957 e filho de um bilionário da construção, Osama bin Laden começou a passar uma rasteira nos EUA ainda no início dos anos 80, quando recebeu do serviço secreto de seu país a missão de doutrinar os mujahedin que enfrentariam a invasão soviética.",2
" Os tupis complementavam sua dieta com caça, pesca e coleta de frutos e raízes. Da mesma forma que a agricultura, estas atividades, com o tempo, esgotavam os recursos de uma área, obrigando a tribo a migrar para novas áreas. Os únicos animais de corte que os índios tupis conseguiram domesticar foram os patos-do-mato (""Cairina moschata""). Os índios carijós, que habitavam o litoral brasileiro entre Cananeia e a lagoa dos Patos, também eram chamados de ""índios patos"" pelos europeus, por conservarem grande quantidade de aves em suas aldeias. As mulheres encarregavam-se de coletar frutas, preparar utensílios domésticos e cuidar das plantações e dos filhos, enquanto que os homens caçavam, pescavam, limpavam o terreno para o plantio e protegiam a tribo. Os tupis não usavam roupas. Limitavam-se a pintar o corpo com tinta vermelha de urucum e preta de jenipapo, tanto para adorno quanto para proteção contra o sol e os insetos. Utilizavam-se de adornos feitos de penas, conchas, ossos e fibras vegetais, como cocares, capuzes, ligas para os braços e as pernas, colares, pingentes que eram enfiados nos lábios e nas orelhas e capas. Tradicionalmente, os índios tupis se preocupam com o corte de cabelo, pois ele identifica a tribo à qual pertence o indivíduo. A base da alimentação era a farinha de mandioca, que era preparada a partir da ralação das raízes de mandioca com o auxílio de língua de pirarucu (""Arapaima gigas"") ou de um pedaço de madeira com pedras pontiagudas incrustradas. Antes de ralada, a raiz de mandioca era deixada de molho durante três dias em um rio, para soltar a casca e fermentar. A mandioca ralada era então espremida em um trançado de palha chamado ""tipiti"" (do tupi ""tipi"", ""espremer"" e ""ti"", ""água"") para remover todo o líquido. Do líquido esbranquiçado, era extraído o polvilho, ou seja, o amido da mandioca, através do processo de decantação. Já a massa seca era torrada, resultando na farinha de mandioca.",3
